StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
1710,21,Male,73,29,82,68,5,Yes,Yes,High School,98.73
1711,24,Male,54,4,78,49,8,Yes,Yes,Graduate,58.79
1712,21,Male,55,8,88,81,7,Yes,Yes,Postgraduate,83.96
1713,20,Male,98,16,88,37,9,Yes,No,Graduate,84.75
1714,20,Female,92,21,51,62,4,No,No,Postgraduate,78.48
1715,21,Male,97,10,84,37,10,No,Yes,High School,72.81
1716,20,Female,93,25,49,38,4,Yes,Yes,Postgraduate,82.66
1717,18,Female,96,12,46,65,2,No,Yes,High School,69.53
1718,23,Female,72,12,85,79,3,Yes,No,Postgraduate,77.51
1719,20,Male,53,26,94,93,1,Yes,No,High School,100.0
1720,22,Female,76,5,40,79,1,No,No,Postgraduate,64.69
1721,20,Male,67,16,88,71,7,No,No,High School,85.93
1722,19,Male,70,1,75,99,5,No,No,High School,87.34
1723,18,Female,77,28,60,43,3,No,Yes,High School,81.1
1724,19,Female,84,9,76,51,7,No,Yes,Postgraduate,66.13
1725,19,Female,71,12,91,99,2,Yes,No,Postgraduate,81.71
1726,22,Male,89,5,63,37,3,Yes,No,High School,59.51
1727,18,Female,72,22,94,60,1,Yes,Yes,Graduate,77.91
1728,18,Male,52,20,64,87,8,No,No,High School,95.3
1729,18,Female,89,22,46,65,2,Yes,No,Graduate,78.98
1730,18,Female,99,28,81,60,7,No,Yes,High School,100.0
1731,18,Male,59,24,56,57,9,Yes,No,Postgraduate,89.89
1732,22,Male,74,3,68,64,6,No,No,Graduate,59.57
1733,20,Male,98,5,69,44,2,No,Yes,Postgraduate,56.47
1734,19,Male,57,2,46,98,2,Yes,No,Graduate,64.43
1735,18,Male,60,14,72,56,9,Yes,No,Graduate,73.47
1736,24,Male,54,2,46,49,10,Yes,Yes,Graduate,55.27
1737,20,Female,94,13,97,90,8,Yes,Yes,Graduate,98.33
1738,20,Female,86,7,63,54,9,No,No,Postgraduate,77.21
1739,19,Male,94,10,50,81,4,Yes,Yes,Graduate,77.17
1740,22,Female,87,13,48,87,4,No,Yes,High School,87.6
1741,21,Male,78,16,51,87,2,Yes,No,High School,86.68
1742,21,Female,54,26,74,35,10,Yes,Yes,Graduate,76.34
1743,20,Female,58,14,43,36,1,Yes,No,Postgraduate,50.02
1744,23,Male,97,11,75,92,10,Yes,Yes,Postgraduate,99.7
1745,23,Male,51,10,67,53,4,Yes,Yes,Graduate,63.43
1746,19,Male,50,6,96,96,10,No,No,Postgraduate,88.62
1747,21,Female,89,4,52,46,10,Yes,No,Postgraduate,71.31
1748,20,Male,100,21,62,60,8,No,No,Postgraduate,94.02
1749,22,Female,79,1,58,61,2,Yes,Yes,Graduate,58.38
1750,21,Male,60,7,81,63,8,No,No,High School,69.94
1751,20,Female,77,24,76,49,1,Yes,No,High School,81.45
1752,20,Female,93,9,78,80,1,Yes,Yes,High School,88.28
1753,18,Male,61,8,63,35,4,Yes,Yes,High School,55.63
1754,22,Female,88,5,55,94,7,No,Yes,High School,90.17
1755,18,Female,75,19,72,91,9,No,No,Postgraduate,100.0
1756,19,Male,62,10,51,37,5,Yes,Yes,Postgraduate,60.82
1757,18,Female,57,11,73,52,2,Yes,Yes,Postgraduate,67.01
1758,24,Male,77,25,46,86,7,Yes,No,Graduate,100.0
1759,18,Male,79,15,50,94,2,No,Yes,Postgraduate,86.23
1760,24,Male,58,6,70,68,9,Yes,Yes,High School,65.92
1761,21,Male,88,15,68,94,9,No,No,Postgraduate,100.0
1762,23,Female,80,5,52,60,3,Yes,Yes,High School,64.13
1763,20,Female,70,29,70,53,8,No,No,Postgraduate,91.32
1764,24,Female,96,19,41,56,4,No,No,High School,73.0
1765,22,Male,83,22,78,67,3,No,No,Postgraduate,89.86
1766,18,Female,80,19,54,72,1,Yes,No,High School,81.95
1767,24,Female,74,10,96,69,5,No,No,High School,73.01
1768,22,Male,61,12,50,44,4,Yes,Yes,Graduate,60.1
1769,23,Male,50,22,73,49,1,No,No,Postgraduate,72.35
1770,23,Female,71,4,78,45,10,Yes,No,High School,72.56
1771,18,Male,89,18,43,58,8,No,No,Postgraduate,81.57
1772,19,Male,86,16,50,38,8,No,No,High School,83.43
1773,18,Male,96,8,68,47,8,Yes,Yes,Graduate,72.42
1774,21,Male,50,4,41,91,3,Yes,Yes,Graduate,60.39
1775,24,Female,50,25,100,71,6,No,Yes,Graduate,94.3
1776,20,Male,91,23,55,82,7,No,No,Graduate,95.89
1777,19,Male,91,12,78,35,9,Yes,Yes,High School,72.71
1778,18,Male,70,2,52,94,5,No,Yes,Postgraduate,76.34
1779,22,Male,64,4,76,46,9,No,No,Graduate,64.54
1780,19,Male,66,5,56,55,6,Yes,No,Graduate,55.7
1781,24,Male,71,3,60,45,10,Yes,Yes,Graduate,55.78
1782,19,Male,87,9,83,78,10,Yes,Yes,Postgraduate,92.85
1783,24,Male,84,29,99,92,10,No,Yes,High School,100.0
1784,18,Female,94,21,58,78,4,No,Yes,High School,91.36
1785,24,Male,65,18,46,68,1,No,No,High School,60.91
1786,19,Female,57,11,77,59,1,Yes,No,High School,58.41
1787,22,Male,96,3,47,38,10,No,No,Postgraduate,66.88
1788,23,Male,66,30,52,98,5,Yes,No,Postgraduate,100.0
1789,19,Male,66,25,76,50,3,Yes,No,Postgraduate,79.86
1790,24,Male,75,23,41,44,5,No,Yes,Graduate,78.82
1791,23,Female,62,2,80,100,5,Yes,No,Postgraduate,77.77
1792,24,Male,66,9,50,69,1,No,No,High School,71.04
1793,22,Male,87,14,63,40,8,Yes,Yes,Postgraduate,71.78
1794,24,Female,66,4,45,53,5,Yes,No,Graduate,51.8
1795,18,Female,97,29,100,93,5,Yes,Yes,High School,100.0
1796,20,Male,63,9,65,87,9,No,No,Postgraduate,86.04
1797,19,Female,94,13,46,42,8,Yes,No,High School,66.81
1798,20,Female,55,18,96,44,1,No,No,High School,70.66
1799,24,Female,84,15,78,72,3,Yes,Yes,Postgraduate,81.93
1800,22,Male,95,28,58,63,7,Yes,No,Postgraduate,94.42
1801,19,Male,63,10,45,49,1,Yes,Yes,Graduate,55.38
1802,24,Male,96,16,82,57,1,No,No,Postgraduate,77.06
1803,23,Female,57,12,68,80,5,No,No,Postgraduate,71.06
1804,21,Male,64,20,82,62,9,No,Yes,Postgraduate,85.2
1805,24,Female,76,5,78,60,6,No,Yes,High School,78.23
1806,20,Male,62,2,41,44,10,No,No,Graduate,56.16
1807,19,Male,98,10,58,81,2,Yes,Yes,High School,86.48
1808,20,Female,80,1,43,38,9,Yes,No,Postgraduate,55.79
1809,19,Male,84,7,97,89,6,No,No,Graduate,94.99
1810,24,Female,55,26,45,100,5,No,Yes,Postgraduate,100.0
1811,18,Female,54,17,88,41,5,No,Yes,High School,65.62
1812,23,Male,71,16,96,89,3,No,Yes,High School,95.38
1813,24,Female,98,27,76,65,6,Yes,No,Postgraduate,96.89
1814,20,Male,72,27,100,53,4,No,Yes,Graduate,96.3
1815,21,Male,74,24,67,62,10,No,No,High School,97.64
1816,21,Female,83,3,69,62,2,No,Yes,Postgraduate,61.54
1817,22,Male,75,14,46,53,3,No,Yes,Postgraduate,64.86
1818,19,Female,96,10,48,54,9,Yes,Yes,Postgraduate,80.19
1819,20,Male,54,22,64,47,9,Yes,Yes,Graduate,80.66
1820,22,Male,75,7,72,77,6,No,Yes,Postgraduate,68.3
1821,20,Male,69,26,40,45,10,Yes,No,Postgraduate,77.68
1822,19,Male,55,17,90,82,10,Yes,Yes,High School,90.45
1823,24,Male,55,30,45,49,9,No,Yes,Postgraduate,93.22
1824,24,Female,99,6,57,51,4,No,No,Graduate,68.8
1825,21,Female,67,23,49,88,5,Yes,No,Postgraduate,97.07
1826,24,Female,53,22,67,84,10,Yes,No,Graduate,100.0
1827,24,Female,66,4,50,62,6,Yes,No,Postgraduate,69.63
1828,18,Female,63,17,72,38,9,Yes,Yes,Postgraduate,76.11
1829,21,Female,63,27,40,56,5,Yes,Yes,Postgraduate,86.89
1830,22,Male,62,9,52,73,8,No,No,Graduate,75.8
1831,23,Male,56,4,76,68,1,Yes,Yes,High School,57.19
1832,18,Female,93,7,59,78,5,Yes,No,Graduate,77.05
1833,22,Female,64,23,40,76,10,Yes,No,High School,100.0
1834,19,Male,68,2,91,74,1,Yes,Yes,Graduate,59.02
1835,18,Male,92,17,42,46,10,Yes,Yes,Postgraduate,82.37
1836,22,Male,96,24,57,36,6,Yes,No,Postgraduate,74.17
1837,19,Female,93,8,80,62,7,Yes,Yes,High School,75.55
1838,21,Female,84,23,53,44,5,Yes,No,High School,83.52
1839,23,Female,66,30,70,91,1,No,No,Graduate,93.1
1840,19,Male,84,15,66,71,6,No,No,Graduate,90.17
1841,24,Male,68,15,56,98,10,Yes,No,High School,100.0
1842,20,Female,69,8,94,74,5,No,Yes,High School,80.13
1843,19,Female,85,16,85,94,6,No,No,Graduate,100.0
1844,19,Male,84,19,68,82,10,No,No,High School,100.0
1845,23,Male,81,11,75,53,7,No,No,High School,78.56
1846,20,Male,97,2,76,67,7,No,Yes,High School,76.12
1847,24,Male,93,23,65,78,2,No,No,High School,91.5
1848,22,Female,89,24,92,71,3,Yes,No,Postgraduate,93.85
1849,22,Male,73,17,56,70,6,Yes,Yes,Postgraduate,89.81
1850,19,Male,66,28,61,55,3,No,No,High School,84.99
1851,20,Male,56,26,100,36,2,Yes,No,Graduate,75.89
1852,20,Female,92,16,64,65,4,No,No,Postgraduate,81.64
1853,24,Female,99,25,41,64,5,Yes,No,Graduate,93.78
1854,23,Male,50,15,94,78,10,Yes,Yes,Graduate,86.27
1855,21,Male,84,13,61,46,9,Yes,Yes,Postgraduate,74.84
1856,22,Male,81,15,44,85,3,No,Yes,Graduate,85.1
1857,23,Female,85,27,43,83,3,Yes,No,Graduate,91.3
1858,18,Female,62,4,75,58,6,Yes,Yes,High School,64.6
1859,22,Female,55,16,45,58,5,No,Yes,High School,66.06
1860,23,Male,63,30,91,94,6,No,No,High School,100.0
1861,22,Female,86,12,60,45,7,Yes,Yes,Postgraduate,82.14
1862,21,Male,97,30,52,47,3,No,Yes,High School,88.25
1863,18,Male,64,4,93,98,5,Yes,Yes,Graduate,77.76
1864,21,Male,96,3,76,54,8,Yes,No,Graduate,71.69
1865,24,Female,53,22,94,62,4,No,No,Graduate,87.37
1866,18,Male,89,17,64,36,10,No,Yes,Graduate,74.32
1867,19,Female,65,22,65,77,2,Yes,Yes,Graduate,78.21
1868,23,Female,77,18,94,42,4,No,No,Postgraduate,71.33
1869,18,Male,65,25,78,47,2,Yes,No,Graduate,78.61
1870,24,Male,53,18,59,69,3,No,No,Postgraduate,74.32
1871,24,Female,94,23,72,57,4,No,No,Graduate,94.24
1872,21,Male,75,28,53,80,4,No,Yes,Postgraduate,100.0
1873,22,Female,77,17,95,49,10,No,No,Postgraduate,87.61
1874,18,Male,81,12,75,36,9,No,Yes,Graduate,62.83
1875,23,Female,94,23,56,95,10,Yes,No,Graduate,100.0
1876,18,Female,51,21,60,98,6,Yes,No,Graduate,100.0
1877,20,Female,80,24,85,86,9,Yes,No,Graduate,100.0
1878,22,Female,52,4,55,70,4,No,No,High School,57.66
1879,23,Male,57,12,85,81,9,Yes,Yes,High School,87.82
1880,23,Male,73,26,55,36,9,Yes,Yes,Postgraduate,86.05
1881,19,Female,64,23,95,78,6,No,Yes,Postgraduate,100.0
1882,21,Female,92,22,59,98,5,No,No,High School,100.0
1883,19,Male,80,21,68,62,3,No,Yes,Postgraduate,81.47
1884,23,Male,58,20,67,88,5,Yes,No,Graduate,92.53
1885,22,Male,88,15,47,70,3,Yes,No,Postgraduate,78.0
1886,18,Male,94,23,63,97,5,No,Yes,Postgraduate,100.0
1887,18,Male,51,28,42,59,5,Yes,No,Postgraduate,85.46
1888,22,Male,57,16,64,82,2,Yes,No,High School,73.11
1889,23,Female,56,5,58,73,9,No,Yes,High School,68.97
1890,24,Male,93,21,72,81,7,Yes,No,Postgraduate,98.41
1891,18,Male,100,15,41,55,6,No,No,Graduate,66.83
1892,24,Female,88,17,54,64,5,Yes,Yes,Postgraduate,87.05
1893,18,Male,91,18,61,65,4,No,Yes,High School,84.86
1894,18,Male,65,5,99,60,8,Yes,No,Graduate,70.15
1895,21,Male,84,13,49,56,2,Yes,Yes,Postgraduate,72.46
1896,21,Male,79,19,57,55,8,No,No,High School,85.41
1897,20,Male,59,30,61,35,1,No,Yes,Graduate,67.77
1898,19,Female,87,13,85,71,10,No,No,Postgraduate,95.75
1899,22,Male,67,18,88,80,1,No,Yes,High School,92.56
1900,22,Female,99,14,66,43,3,Yes,Yes,Graduate,69.65
1901,22,Female,54,30,52,51,5,No,No,Postgraduate,84.71
1902,20,Male,78,4,72,81,6,No,Yes,Graduate,77.19
1903,21,Female,88,4,44,93,4,No,Yes,Graduate,70.76
1904,23,Male,83,20,65,88,7,No,No,Graduate,100.0
1905,24,Female,92,20,52,46,7,No,Yes,High School,76.94
1906,24,Female,94,19,66,98,2,Yes,Yes,Postgraduate,98.57
1907,23,Male,72,13,96,40,2,No,Yes,Graduate,66.23
1908,20,Male,54,12,53,87,2,No,No,Graduate,77.95
1909,23,Male,79,7,63,50,2,No,Yes,Graduate,61.99
1910,22,Male,55,25,42,39,9,Yes,No,High School,73.71
1911,19,Male,95,12,86,80,5,Yes,No,Graduate,90.74
1912,18,Female,93,21,90,48,8,Yes,Yes,High School,95.68
1913,24,Female,53,4,88,78,5,No,No,High School,65.43
1914,21,Female,78,27,69,97,5,No,No,Graduate,100.0
1915,21,Female,72,2,74,86,1,Yes,No,Graduate,63.24
1916,20,Female,55,2,87,60,6,Yes,No,High School,70.59
1917,21,Female,81,5,53,87,4,No,Yes,High School,70.53
1918,22,Female,91,23,51,63,3,No,Yes,Graduate,86.02
1919,24,Male,67,10,67,53,6,No,Yes,High School,67.34
1920,23,Male,64,10,83,81,2,Yes,No,High School,69.87
1921,22,Female,89,9,68,42,8,No,No,Graduate,73.19
1922,20,Female,81,13,82,57,1,No,Yes,Graduate,75.0
1923,22,Male,58,7,56,69,9,Yes,No,Postgraduate,76.05
1924,23,Male,86,5,79,87,8,Yes,Yes,Graduate,84.96
1925,19,Male,59,26,88,92,1,Yes,No,Graduate,95.59
1926,20,Male,69,10,60,39,10,No,Yes,Graduate,72.85
1927,19,Female,55,10,96,50,9,Yes,Yes,Postgraduate,74.47
1928,18,Male,97,6,62,51,2,Yes,Yes,High School,58.07
1929,19,Female,52,27,59,66,3,No,No,Graduate,86.92
1930,18,Female,91,28,50,86,2,No,Yes,Graduate,92.63
1931,18,Female,60,19,96,54,8,Yes,No,Postgraduate,86.04
1932,19,Male,92,21,96,100,2,No,No,Postgraduate,100.0
1933,20,Male,66,8,73,35,10,Yes,Yes,Postgraduate,63.6
1934,23,Female,81,1,49,92,2,No,Yes,High School,72.7
1935,22,Female,53,28,49,78,1,No,No,Postgraduate,92.22
1936,22,Female,53,17,82,40,7,Yes,No,High School,73.18
1937,23,Male,66,7,99,84,2,Yes,Yes,Graduate,86.09
1938,24,Female,90,14,45,54,10,Yes,Yes,Graduate,87.62
1939,24,Male,68,21,75,48,5,No,No,Graduate,82.29
1940,18,Female,54,30,63,39,5,Yes,Yes,Postgraduate,83.08
1941,18,Female,81,21,51,75,3,No,Yes,Graduate,86.02
1942,20,Female,71,17,82,74,3,No,Yes,Postgraduate,81.46
1943,21,Male,55,9,94,68,3,Yes,Yes,High School,74.99
1944,19,Male,84,17,62,79,6,No,No,Graduate,90.05
1945,18,Female,71,5,66,61,4,No,No,High School,58.48
1946,22,Male,50,26,97,78,3,Yes,Yes,Postgraduate,91.34
1947,20,Female,69,25,96,67,2,No,Yes,Postgraduate,88.0
1948,19,Male,71,30,84,67,3,No,No,Graduate,100.0
1949,20,Male,97,20,76,78,4,Yes,No,Graduate,100.0
1950,19,Male,60,29,45,54,6,Yes,No,Postgraduate,87.02
1951,19,Female,62,8,40,70,4,No,No,Graduate,67.57
1952,23,Male,91,6,45,41,8,No,No,Graduate,65.25
1953,18,Male,52,11,89,66,3,No,Yes,High School,66.81
1954,20,Female,58,19,61,73,3,No,Yes,Postgraduate,75.06
1955,20,Female,61,4,80,58,3,Yes,No,High School,64.86
1956,23,Female,72,18,63,88,8,No,No,Graduate,90.3
1957,22,Female,63,1,64,72,4,No,Yes,High School,61.71
1958,22,Male,82,13,100,66,1,No,No,Postgraduate,74.59
1959,24,Male,67,14,54,79,2,No,No,High School,77.95
1960,18,Male,98,24,65,95,10,Yes,Yes,High School,100.0
1961,18,Male,90,1,47,87,2,No,Yes,Graduate,71.07
1962,21,Male,58,30,90,85,3,Yes,Yes,Postgraduate,92.29
1963,23,Female,72,29,63,90,6,Yes,Yes,Graduate,100.0
1964,22,Male,59,11,87,61,8,Yes,No,Graduate,81.18
1965,19,Male,68,17,77,72,1,Yes,Yes,Postgraduate,84.51
1966,20,Male,96,4,100,96,9,Yes,No,High School,100.0
1967,18,Female,54,26,45,52,1,No,No,Graduate,75.22
1968,20,Female,96,12,93,98,10,Yes,No,High School,100.0
1969,20,Male,72,10,74,64,2,Yes,No,Postgraduate,71.49
1970,21,Female,79,6,81,83,3,Yes,Yes,Graduate,78.45
1971,22,Female,74,25,40,75,7,No,No,High School,99.43
1972,18,Female,77,1,99,47,9,Yes,No,High School,69.21
1973,20,Female,83,7,85,68,3,No,No,Graduate,73.32
1974,18,Female,94,26,75,59,8,Yes,Yes,Postgraduate,100.0
1975,19,Female,97,27,97,100,9,Yes,Yes,High School,100.0
1976,21,Female,96,21,51,52,10,No,Yes,Postgraduate,95.89
1977,19,Male,74,28,77,39,7,No,Yes,Graduate,96.68
1978,18,Male,59,16,50,53,4,No,Yes,High School,71.34
1979,24,Female,63,24,51,76,4,Yes,No,High School,91.88
1980,18,Male,91,14,81,52,4,No,Yes,High School,75.44
1981,22,Male,95,23,89,66,6,No,No,Postgraduate,96.93
1982,20,Female,79,20,78,55,4,No,Yes,High School,78.62
1983,20,Male,90,20,46,44,5,No,No,High School,60.2
1984,19,Female,74,6,50,71,9,No,Yes,Graduate,70.75
1985,21,Female,63,22,75,83,7,Yes,No,High School,97.24
1986,24,Female,84,25,91,47,8,No,Yes,Postgraduate,92.07
1987,23,Male,97,28,70,89,5,Yes,No,Graduate,100.0
1988,20,Male,83,5,72,51,5,No,No,Graduate,59.83
1989,22,Male,59,24,52,43,7,No,No,High School,74.45
1990,19,Male,84,21,57,78,8,Yes,No,Graduate,87.08
1991,19,Female,60,18,80,80,9,Yes,No,High School,97.46
1992,23,Female,60,15,97,42,2,Yes,No,Graduate,62.01
1993,22,Male,70,6,95,71,3,Yes,Yes,Postgraduate,68.32
1994,21,Female,70,25,63,53,2,No,Yes,High School,83.12
1995,22,Female,71,29,48,97,10,Yes,No,Postgraduate,100.0
1996,21,Male,94,19,70,80,7,No,No,High School,100.0
1997,22,Female,56,1,94,60,2,No,No,Postgraduate,50.47
1998,22,Male,66,1,100,80,2,No,No,Postgraduate,68.29
1999,18,Female,51,13,80,80,2,Yes,No,Graduate,73.75
2000,19,Male,61,3,49,48,4,Yes,No,High School,49.42
2001,22,Female,91,10,99,97,1,Yes,No,Graduate,97.76
2002,23,Female,67,21,41,37,2,No,Yes,Postgraduate,56.2
2003,22,Male,60,3,77,62,3,Yes,No,High School,66.66
2004,20,Male,65,9,54,63,7,Yes,No,Postgraduate,66.16
2005,19,Male,98,8,42,52,10,No,Yes,Postgraduate,78.25
2006,20,Male,100,3,82,69,1,Yes,Yes,Postgraduate,73.79
2007,19,Female,67,25,70,81,6,No,No,Postgraduate,100.0
2008,20,Female,84,13,45,39,3,Yes,Yes,Graduate,55.11
2009,22,Male,75,6,42,93,3,Yes,Yes,Postgraduate,76.21
2010,22,Female,65,13,95,93,4,Yes,Yes,Graduate,100.0
2011,18,Male,55,23,50,81,4,Yes,No,Postgraduate,88.61
2012,23,Male,93,20,54,47,7,Yes,No,High School,81.85
2013,20,Female,92,20,84,67,3,No,Yes,Postgraduate,88.66
2014,21,Female,96,12,91,96,8,Yes,No,Postgraduate,100.0
2015,18,Male,96,13,67,50,8,Yes,No,High School,78.91
2016,20,Male,97,2,49,78,7,Yes,No,High School,76.17
2017,20,Male,91,21,77,92,2,Yes,Yes,Postgraduate,97.89
2018,18,Female,61,24,86,40,5,Yes,Yes,Postgraduate,74.22
2019,22,Female,62,23,96,49,6,Yes,Yes,Graduate,97.06
2020,20,Female,53,16,89,38,10,Yes,Yes,High School,74.77
2021,22,Female,88,23,89,90,4,No,No,High School,100.0
2022,18,Male,51,6,46,98,10,No,No,Graduate,85.52
2023,22,Male,75,19,54,68,5,Yes,No,Postgraduate,87.0
2024,19,Male,76,21,57,90,9,No,Yes,Postgraduate,100.0
2025,21,Male,76,13,57,66,7,Yes,Yes,High School,76.59
2026,24,Male,64,17,91,43,2,No,No,Graduate,67.77
2027,20,Male,57,23,80,97,1,Yes,Yes,Postgraduate,91.99
2028,23,Female,56,9,63,67,2,Yes,Yes,High School,59.98
2029,21,Female,96,17,41,55,3,No,No,Postgraduate,83.92
2030,24,Male,95,29,79,89,2,Yes,Yes,Postgraduate,100.0
2031,22,Male,89,2,59,91,3,No,Yes,Postgraduate,81.99
2032,20,Female,61,19,73,36,10,Yes,No,High School,82.77
2033,22,Female,62,19,82,47,9,Yes,Yes,Graduate,79.14
2034,19,Female,92,24,65,38,4,Yes,No,Graduate,72.35
2035,18,Female,66,7,46,84,9,Yes,No,Postgraduate,77.5
2036,20,Male,66,22,77,82,3,No,Yes,Graduate,93.01
2037,24,Male,85,10,69,64,1,Yes,No,Postgraduate,75.37
2038,24,Male,70,10,81,63,5,No,Yes,High School,73.73
2039,19,Male,57,27,44,42,10,No,Yes,High School,99.13
2040,19,Male,54,20,50,46,10,Yes,Yes,High School,75.84
2041,20,Female,75,9,40,75,2,Yes,Yes,Postgraduate,71.51
2042,22,Male,65,17,73,60,4,No,Yes,Graduate,74.36
2043,23,Female,85,27,95,84,2,No,Yes,High School,100.0
2044,24,Male,77,15,40,36,2,Yes,Yes,Postgraduate,57.97
2045,24,Male,78,2,58,89,3,No,Yes,Graduate,70.01
2046,19,Male,96,30,41,90,5,No,Yes,Graduate,100.0
2047,21,Male,61,4,60,48,4,No,No,Graduate,54.34
2048,19,Male,86,19,59,40,2,Yes,No,Postgraduate,74.03
2049,23,Female,79,17,100,95,10,No,Yes,Postgraduate,100.0
2050,22,Female,72,5,62,46,2,No,Yes,Postgraduate,53.16
2051,22,Female,65,7,60,47,6,No,Yes,High School,63.02
2052,21,Male,63,18,63,53,7,No,No,Postgraduate,81.41
2053,24,Male,59,21,43,78,10,Yes,No,High School,100.0
2054,19,Female,56,22,51,93,6,Yes,Yes,High School,98.99
2055,22,Male,94,27,61,71,7,No,Yes,High School,100.0
2056,23,Male,86,7,59,59,1,No,Yes,Postgraduate,59.66
2057,20,Female,78,17,57,50,6,No,No,High School,73.15
2058,18,Male,52,7,40,72,3,Yes,Yes,Postgraduate,58.52
2059,18,Female,64,4,69,77,1,Yes,No,Postgraduate,65.18
2060,18,Male,85,8,72,48,8,No,No,High School,73.1
2061,24,Female,96,13,63,40,4,No,Yes,High School,72.37
2062,19,Male,95,4,53,57,10,Yes,No,High School,75.72
2063,21,Male,68,6,75,94,8,No,Yes,Postgraduate,92.58
2064,22,Female,62,25,44,46,10,No,No,Postgraduate,81.36
2065,20,Male,91,5,50,47,4,Yes,No,High School,67.03
2066,23,Male,70,30,63,40,4,Yes,Yes,High School,80.3
2067,20,Female,86,12,99,97,10,Yes,Yes,Graduate,100.0
2068,23,Male,76,4,70,72,4,Yes,No,High School,67.93
2069,24,Female,78,24,94,84,6,Yes,No,Graduate,100.0
2070,19,Male,69,29,52,86,9,No,No,Graduate,100.0
2071,18,Male,74,9,55,74,5,Yes,Yes,Postgraduate,67.46
2072,19,Male,55,4,63,42,10,Yes,Yes,Postgraduate,55.0
2073,24,Male,85,19,52,95,8,Yes,Yes,Graduate,100.0
2074,21,Female,51,24,63,42,8,Yes,Yes,Graduate,79.34
2075,21,Male,71,14,93,68,4,Yes,No,High School,80.27
2076,24,Female,81,5,65,94,10,Yes,No,Graduate,83.65
2077,23,Male,65,18,41,91,9,No,No,High School,93.95
2078,22,Male,67,10,55,80,9,Yes,No,Postgraduate,86.55
2079,22,Male,54,25,77,56,5,No,No,High School,82.23
2080,23,Male,85,19,85,74,6,No,Yes,Postgraduate,100.0
2081,21,Female,79,12,40,79,5,Yes,Yes,Graduate,84.63
2082,21,Female,94,18,88,89,3,Yes,No,Graduate,96.4
2083,21,Female,68,17,50,85,8,No,No,Graduate,88.78
2084,19,Female,72,30,90,39,9,No,No,High School,81.13
2085,21,Male,83,24,74,47,4,No,No,Postgraduate,78.27
2086,20,Female,62,11,82,62,9,Yes,No,Postgraduate,73.61
2087,18,Female,92,3,68,96,9,No,No,Postgraduate,81.75
2088,21,Male,78,23,76,58,7,Yes,No,Postgraduate,91.02
2089,23,Male,85,17,56,41,8,Yes,No,Postgraduate,77.81
2090,18,Male,71,1,97,72,3,No,Yes,High School,75.92
2091,19,Male,96,15,93,71,5,Yes,No,Postgraduate,90.93
2092,23,Female,85,28,78,76,3,Yes,No,Graduate,90.83
2093,18,Female,58,9,81,39,7,No,Yes,Postgraduate,58.86
2094,23,Male,88,15,67,98,6,No,Yes,Graduate,100.0
2095,19,Male,100,28,68,84,3,Yes,No,High School,100.0
2096,20,Male,68,24,82,49,9,No,Yes,High School,94.53
2097,19,Female,87,28,42,87,1,Yes,Yes,Graduate,95.38
2098,19,Female,55,29,91,59,10,No,No,Postgraduate,100.0
2099,23,Male,96,3,49,43,3,No,Yes,High School,55.23
2100,24,Male,64,22,98,72,10,No,No,High School,100.0
2101,22,Female,69,27,81,56,7,No,No,High School,94.8
2102,21,Male,58,19,53,83,3,Yes,No,Postgraduate,80.37
2103,21,Male,81,13,51,49,3,No,Yes,Graduate,65.71
2104,20,Female,53,12,86,99,2,Yes,Yes,Graduate,86.92
2105,20,Male,99,20,81,88,9,Yes,No,Postgraduate,100.0
2106,21,Female,67,1,69,64,4,No,No,High School,60.15
2107,22,Male,54,21,71,54,10,No,Yes,Postgraduate,92.02
2108,21,Male,69,17,71,67,6,No,No,Postgraduate,86.17
2109,24,Female,72,13,81,41,2,No,Yes,Graduate,70.44
2110,22,Female,60,1,71,42,9,No,Yes,Postgraduate,58.29
2111,20,Male,86,10,65,62,7,Yes,Yes,Postgraduate,72.86
2112,18,Female,71,15,90,79,10,No,Yes,High School,100.0
2113,23,Male,53,27,40,45,5,Yes,Yes,High School,71.04
2114,24,Male,78,27,95,65,7,Yes,Yes,Graduate,100.0
2115,24,Female,93,30,100,46,4,Yes,No,High School,94.92
2116,20,Male,83,7,97,85,10,Yes,No,Postgraduate,89.41
2117,20,Male,62,28,81,78,7,No,Yes,Postgraduate,100.0
2118,19,Female,91,22,41,84,2,No,Yes,Postgraduate,91.19
2119,24,Female,58,18,56,51,7,Yes,No,Graduate,84.1
2120,19,Male,91,16,69,69,4,Yes,No,High School,86.52
2121,19,Female,80,14,95,35,4,No,No,Postgraduate,64.7
2122,23,Female,56,27,78,63,1,Yes,No,High School,83.1
2123,19,Female,53,28,46,85,3,No,No,High School,93.66
2124,22,Female,68,18,91,98,5,Yes,No,High School,98.74
2125,21,Male,91,27,66,38,5,No,No,High School,83.73
2126,18,Male,79,7,48,62,2,Yes,No,Graduate,65.17
2127,20,Male,80,17,61,50,4,Yes,Yes,Graduate,75.88
2128,22,Female,84,29,73,97,1,Yes,No,Graduate,100.0
2129,18,Female,70,18,85,87,9,No,Yes,Postgraduate,100.0
